Soil_Type;Soil_pH;Soil_Moisture;Organic_Carbon;Electrical_Conductivity;Nitrogen_Level;Phosphorus_Level;Potassium_Level;Temperature;Humidity;Rainfall;Crop_Type;Crop_Growth_Stage;Season;Irrigation_Type;Previous_Crop;Region;Fertilizer_Used_Last_Season;Yield_Last_Season;Recommended_Fertilizer
Sandy;522;1443;103;133;33;74;31;2374;7247;21268;Sugarcane;Vegetative;Kharif;Rainfed;Rice;Central;7738;426;Urea
Clay;829;5541;7;47;102;37;31;286;7131;19788;Wheat;Harvest;Kharif;Drip;Wheat;North;16395;311;DAP
Clay;538;3678;21;263;50;67;74;3038;7364;236275;Rice;Harvest;Kharif;Canal;Rice;Central;20582;339;Urea
Sandy;58;5289;53;34;140;27;109;2188;8098;225205;Maize;Flowering;Kharif;Canal;Potato;West;12924;703;DAP
Clay;752;1291;102;65;98;53;58;2011;4323;68178;Sugarcane;Sowing;Zaid;Drip;Tomato;West;18184;149;Urea
Clay;608;3633;29;9;121;73;86;2105;4288;172469;Wheat;Vegetative;Rabi;Canal;Cotton;West;14234;739;NPK
Sandy;693;3697;34;299;51;46;21;1211;8824;174055;Sugarcane;Flowering;Rabi;Sprinkler;Tomato;North;28484;281;Urea
Silt;628;5304;104;131;76;12;72;1965;8108;202807;Tomato;Harvest;Zaid;Drip;Maize;East;19898;531;DAP
Sandy;747;1488;118;155;50;23;22;160;655;252665;Tomato;Flowering;Rabi;Drip;Wheat;Central;1312;451;Urea
Silt;541;2202;62;233;77;16;71;1873;3049;215505;Maize;Harvest;Kharif;Canal;Potato;Central;10428;32;DAP
Clay;473;3033;84;195;67;26;68;3143;8129;59566;Sugarcane;Harvest;Rabi;Drip;Sugarcane;North;19437;729;DAP
Clay;57;5329;143;254;142;79;20;3966;751;25329;Maize;Sowing;Rabi;Rainfed;Rice;East;29511;679;MOP
Clay;64;5694;143;151;60;88;91;3771;8738;58244;Potato;Harvest;Zaid;Sprinkler;Rice;North;16978;486;Zinc Sulphate
Loamy;517;5964;6;292;140;48;95;3465;3079;31279;Cotton;Harvest;Zaid;Sprinkler;Sugarcane;Central;27793;385;Compost
Silt;592;5796;125;241;80;14;10;3212;3171;142297;Sugarcane;Sowing;Kharif;Drip;Cotton;East;18255;573;DAP
Loamy;61;103;97;126;151;88;77;3835;6105;99451;Rice;Flowering;Zaid;Canal;Potato;West;25101;183;Zinc Sulphate
Loamy;473;1239;147;121;139;61;18;3256;8136;22047;Maize;Vegetative;Rabi;Drip;Maize;West;19743;763;MOP
Sandy;683;1738;82;28;115;35;12;2413;8948;42478;Potato;Vegetative;Rabi;Sprinkler;Potato;West;19618;722;DAP
Loamy;804;2744;121;208;131;48;81;2804;492;131312;Rice;Flowering;Kharif;Rainfed;Maize;South;15535;458;Zinc Sulphate
Sandy;511;515;12;19;60;54;18;1917;3218;283133;Cotton;Sowing;Kharif;Canal;Wheat;South;22172;684;MOP
Sandy;689;5463;85;23;45;86;91;101;4173;298544;Rice;Flowering;Kharif;Drip;Cotton;West;17349;744;Urea
Loamy;716;1934;123;173;38;40;78;2061;8262;34034;Rice;Vegetative;Zaid;Sprinkler;Cotton;Central;26124;192;Urea
Silt;618;4098;54;56;106;86;31;2214;5799;252562;Tomato;Flowering;Rabi;Sprinkler;Rice;East;2806;285;MOP
Silt;73;5587;36;103;44;32;110;3199;812;154472;Cotton;Flowering;Zaid;Sprinkler;Tomato;Central;17283;248;Urea
Silt;614;3319;75;172;66;49;78;3578;5663;193892;Potato;Vegetative;Rabi;Drip;Tomato;South;11578;565;NPK
Silt;652;1518;143;15;27;41;32;3888;332;161671;Sugarcane;Flowering;Zaid;Rainfed;Wheat;East;16243;788;Urea
Silt;453;3289;85;137;22;13;89;2055;6705;278862;Cotton;Sowing;Kharif;Canal;Tomato;East;22605;123;Urea
Loamy;727;2879;103;229;52;55;14;3872;5614;153976;Wheat;Vegetative;Rabi;Canal;Sugarcane;North;17567;797;Urea
Loamy;715;3888;101;58;131;84;110;3398;5948;67032;Maize;Vegetative;Rabi;Sprinkler;Cotton;West;14908;181;NPK
Clay;465;3193;37;29;41;51;117;1093;8694;238359;Tomato;Vegetative;Rabi;Sprinkler;Maize;Central;5673;536;Urea
Silt;597;1087;71;252;118;48;48;2786;5742;163857;Potato;Flowering;Zaid;Rainfed;Cotton;East;9593;575;MOP
Loamy;842;597;112;189;117;79;12;2097;7779;52779;Potato;Vegetative;Zaid;Drip;Rice;East;26022;126;MOP
Clay;618;3718;146;61;49;65;35;1102;3353;149246;Maize;Sowing;Rabi;Drip;Cotton;North;24107;333;Urea
Silt;651;3368;42;244;66;56;17;2595;5874;212471;Potato;Harvest;Kharif;Rainfed;Sugarcane;West;7093;427;MOP
Sandy;814;5773;73;201;78;47;94;2754;652;102835;Potato;Flowering;Kharif;Drip;Tomato;West;7655;735;Zinc Sulphate
Clay;737;1779;32;107;33;27;61;1757;3679;275353;Sugarcane;Flowering;Kharif;Drip;Maize;South;28346;591;Urea
Loamy;683;1946;52;119;92;11;91;382;4813;257988;Potato;Sowing;Rabi;Drip;Wheat;Central;24937;539;DAP
Sandy;769;504;69;55;124;63;78;2831;7438;179011;Cotton;Sowing;Kharif;Sprinkler;Wheat;Central;15152;191;SSP
Sandy;796;2304;9;252;33;39;15;1528;4103;35224;Tomato;Vegetative;Rabi;Drip;Cotton;North;29316;303;Urea
Sandy;633;4996;5;158;68;13;36;3164;3771;183314;Maize;Flowering;Kharif;Canal;Rice;North;29325;408;DAP
Clay;64;2358;5;172;22;16;95;2497;4796;136369;Maize;Vegetative;Rabi;Canal;Wheat;North;29943;311;Urea
Loamy;604;1166;121;266;42;88;31;242;8154;222739;Potato;Flowering;Rabi;Rainfed;Maize;West;14495;406;Urea
Sandy;837;3585;145;15;128;66;111;3504;7578;94769;Potato;Harvest;Kharif;Rainfed;Rice;East;18321;744;Zinc Sulphate
Silt;729;1983;62;29;62;39;65;1415;7661;189614;Rice;Flowering;Rabi;Drip;Rice;East;21276;524;DAP
Sandy;483;4789;109;57;90;53;111;2473;4935;175242;Cotton;Sowing;Zaid;Canal;Cotton;East;25462;463;Compost
Sandy;795;4206;54;19;74;86;52;3342;3594;167518;Rice;Vegetative;Kharif;Canal;Tomato;Central;9857;476;Zinc Sulphate
Clay;642;5618;141;201;145;38;36;2981;3192;52455;Wheat;Flowering;Rabi;Sprinkler;Rice;East;13181;641;DAP
Clay;478;4915;107;194;101;45;54;1016;6517;157168;Wheat;Vegetative;Kharif;Canal;Potato;Central;13936;783;Compost
Loamy;67;1904;124;71;60;57;55;3362;7214;174174;Wheat;Flowering;Rabi;Canal;Sugarcane;South;25866;787;NPK
Silt;617;5001;26;53;150;28;42;3834;5267;279744;Sugarcane;Vegetative;Kharif;Sprinkler;Tomato;South;16943;561;DAP
Clay;801;4209;98;52;22;72;115;3114;6173;149042;Tomato;Flowering;Kharif;Canal;Sugarcane;East;19471;358;Urea
Sandy;532;4345;89;286;119;11;104;3628;4674;199162;Tomato;Vegetative;Kharif;Sprinkler;Potato;South;24552;513;DAP
Loamy;781;5161;58;211;42;23;37;2082;5186;179389;Cotton;Harvest;Rabi;Drip;Rice;North;20935;148;Urea
Sandy;673;3869;54;18;146;89;103;2052;7379;74669;Sugarcane;Harvest;Kharif;Drip;Cotton;South;27846;213;Zinc Sulphate
Sandy;472;333;95;104;77;44;107;1963;7309;71635;Wheat;Vegetative;Kharif;Drip;Potato;North;8844;724;Compost
Clay;839;4183;112;136;137;30;118;3205;3169;227031;Potato;Sowing;Rabi;Rainfed;Maize;South;16789;624;DAP
Loamy;655;249;24;36;136;26;90;3826;8665;166458;Sugarcane;Vegetative;Rabi;Sprinkler;Sugarcane;East;14697;271;DAP
Silt;566;1913;94;299;101;41;60;3656;4614;270889;Maize;Harvest;Kharif;Drip;Wheat;East;25398;388;MOP
Silt;638;4083;42;229;121;32;73;1451;8446;274283;Sugarcane;Sowing;Rabi;Canal;Maize;North;17059;144;DAP
Clay;793;2169;38;19;153;15;44;2878;6071;103181;Tomato;Sowing;Zaid;Canal;Rice;South;28031;705;DAP
Clay;572;140;101;18;127;38;45;3988;5995;48428;Cotton;Vegetative;Zaid;Rainfed;Rice;North;12013;311;DAP
Loamy;527;1003;6;156;65;72;15;1886;5704;116343;Rice;Harvest;Zaid;Canal;Sugarcane;North;1116;483;MOP
Silt;502;4042;77;85;25;79;118;2904;8535;38771;Cotton;Flowering;Zaid;Sprinkler;Cotton;West;19662;79;Urea
Silt;569;2811;67;76;142;13;102;372;4249;238751;Rice;Sowing;Zaid;Canal;Tomato;West;6242;226;DAP
Silt;762;4762;104;169;111;67;67;3699;667;60931;Tomato;Vegetative;Zaid;Rainfed;Cotton;North;2150;718;NPK
Sandy;639;2876;81;3;38;40;32;1964;4907;262581;Potato;Harvest;Zaid;Drip;Maize;Central;24167;281;Urea
Silt;541;343;145;32;33;31;23;1282;8491;136292;Sugarcane;Harvest;Zaid;Sprinkler;Sugarcane;East;11563;18;Urea
Sandy;516;3035;66;173;84;36;82;2938;4016;98009;Sugarcane;Vegetative;Zaid;Drip;Wheat;East;13915;115;DAP
Loamy;583;4253;116;277;115;25;65;3841;7057;160425;Cotton;Vegetative;Zaid;Canal;Potato;East;21629;688;DAP
Sandy;826;2781;53;275;65;15;88;2524;5531;189532;Potato;Flowering;Rabi;Rainfed;Tomato;East;18934;101;DAP
Loamy;587;5819;86;13;35;89;111;2373;6967;216432;Tomato;Sowing;Kharif;Drip;Rice;West;20693;767;Urea
Silt;845;5681;92;41;127;16;34;3592;3946;114691;Rice;Harvest;Zaid;Drip;Sugarcane;West;19005;228;DAP
Silt;644;524;63;179;158;23;29;2274;5362;295232;Wheat;Sowing;Rabi;Sprinkler;Wheat;North;17442;668;DAP
Loamy;522;5602;81;256;37;12;116;3043;3644;13824;Potato;Flowering;Kharif;Drip;Rice;Central;5754;703;Urea
Clay;806;3246;56;287;127;58;95;2166;8813;253651;Wheat;Sowing;Zaid;Rainfed;Tomato;North;14306;159;Zinc Sulphate
Loamy;634;3682;21;26;88;45;80;2131;4284;29763;Tomato;Flowering;Kharif;Drip;Cotton;Central;20095;368;SSP
Clay;734;471;48;207;139;38;27;1563;8959;23783;Sugarcane;Vegetative;Zaid;Rainfed;Maize;South;24984;294;DAP
Sandy;843;4481;111;68;107;13;26;1265;5511;174375;Sugarcane;Sowing;Rabi;Canal;Wheat;Central;26565;111;DAP
Sandy;47;5453;12;31;109;49;23;3655;3429;199095;Potato;Flowering;Rabi;Rainfed;Sugarcane;Central;14044;396;MOP
Sandy;489;4582;56;24;35;50;35;1544;3105;124406;Potato;Sowing;Zaid;Drip;Cotton;East;22486;44;Urea
Silt;738;5989;73;188;121;31;113;1187;6594;172555;Potato;Flowering;Kharif;Canal;Sugarcane;Central;7061;576;DAP
Sandy;563;2743;25;2;153;88;41;2747;6688;281022;Maize;Harvest;Zaid;Canal;Maize;Central;14054;271;Compost
Clay;524;5165;51;224;144;13;102;2638;6149;12809;Sugarcane;Harvest;Kharif;Rainfed;Potato;Central;898;693;DAP
Sandy;466;4488;121;217;139;32;113;2703;3398;49614;Potato;Sowing;Rabi;Sprinkler;Maize;East;16751;436;DAP
Loamy;459;4457;99;33;95;13;68;2404;4989;221744;Sugarcane;Vegetative;Zaid;Rainfed;Potato;East;21009;569;DAP
Loamy;76;2629;47;273;92;77;80;1426;5154;161446;Maize;Sowing;Rabi;Drip;Potato;North;28527;428;Zinc Sulphate
Silt;504;4928;53;161;60;27;66;1063;7229;138984;Maize;Sowing;Kharif;Rainfed;Wheat;West;26112;157;DAP
Loamy;637;5502;126;272;125;10;82;1139;5513;237789;Cotton;Flowering;Rabi;Sprinkler;Maize;East;9106;799;DAP
Clay;692;2093;47;271;140;41;21;3829;6438;17741;Potato;Harvest;Zaid;Canal;Potato;West;24075;645;MOP
Sandy;621;4127;63;67;108;30;12;2596;4718;196787;Sugarcane;Harvest;Kharif;Canal;Maize;East;19447;787;DAP
Silt;461;2961;106;12;137;47;41;2199;7356;279301;Wheat;Sowing;Rabi;Drip;Sugarcane;North;25483;676;Compost
Sandy;763;5948;93;49;85;35;106;2232;3281;36383;Sugarcane;Harvest;Rabi;Drip;Wheat;Central;16921;42;DAP
Sandy;454;3394;8;235;65;50;24;2957;8931;93467;Sugarcane;Sowing;Rabi;Canal;Maize;South;10042;583;MOP
Clay;755;2142;137;156;127;58;18;213;6849;271502;Potato;Flowering;Rabi;Drip;Rice;East;6938;685;MOP
Loamy;807;2909;49;279;23;50;58;3389;3893;241964;Tomato;Flowering;Zaid;Canal;Tomato;North;11658;551;Urea
Loamy;623;4269;116;7;157;68;53;178;7305;72808;Rice;Sowing;Zaid;Sprinkler;Cotton;South;9854;555;DAP
Sandy;664;138;41;21;114;13;90;2102;7719;67353;Rice;Flowering;Rabi;Drip;Maize;South;20252;241;DAP
Silt;641;4018;10;297;125;22;37;3805;7732;251038;Cotton;Harvest;Zaid;Rainfed;Maize;Central;21116;177;DAP
Loamy;606;5656;133;203;99;70;54;1781;4624;174802;Wheat;Flowering;Zaid;Sprinkler;Maize;Central;16047;614;NPK
Silt;805;5252;8;3;70;60;22;2985;8752;260895;Rice;Harvest;Rabi;Canal;Potato;Central;16375;496;MOP
Loamy;808;1338;114;181;153;44;56;2094;3106;276952;Potato;Harvest;Rabi;Drip;Cotton;East;26654;613;Zinc Sulphate
Silt;584;5967;127;62;140;74;30;2414;5279;39472;Potato;Flowering;Rabi;Sprinkler;Sugarcane;Central;8605;508;MOP
Clay;696;4494;38;19;23;58;59;1136;3625;291538;Tomato;Vegetative;Rabi;Rainfed;Wheat;North;7713;109;Urea
Silt;821;1811;112;107;110;58;56;1502;5309;220613;Wheat;Flowering;Zaid;Rainfed;Wheat;Central;6803;781;Zinc Sulphate
Clay;835;1062;14;87;73;23;14;1306;3343;25365;Maize;Harvest;Rabi;Canal;Wheat;East;16895;186;DAP
Clay;654;1856;95;239;22;46;16;3534;687;196494;Sugarcane;Flowering;Zaid;Sprinkler;Wheat;East;24523;597;Urea
Silt;631;5191;44;118;49;39;47;3885;3375;105445;Cotton;Sowing;Kharif;Rainfed;Wheat;West;21741;53;Urea
Clay;561;1108;37;223;95;23;46;1204;6695;187841;Wheat;Flowering;Rabi;Rainfed;Rice;South;7205;273;DAP
Sandy;834;2166;54;15;60;84;92;1231;4405;164444;Potato;Flowering;Zaid;Rainfed;Potato;Central;17605;679;Zinc Sulphate
Clay;507;4787;33;14;125;36;114;2657;4075;280981;Rice;Flowering;Rabi;Sprinkler;Sugarcane;South;6023;283;DAP
Loamy;682;3931;87;19;78;71;41;2512;5082;175409;Sugarcane;Flowering;Rabi;Sprinkler;Sugarcane;East;8184;149;DAP
Silt;563;4914;29;74;59;12;65;2952;6846;27811;Sugarcane;Vegetative;Kharif;Canal;Maize;North;1023;585;Urea
Sandy;562;4731;49;118;64;79;52;321;6469;212107;Sugarcane;Flowering;Kharif;Canal;Cotton;Central;15712;328;Compost
Silt;612;1253;77;186;34;48;76;3392;7083;34151;Potato;Harvest;Kharif;Sprinkler;Wheat;South;14157;214;Urea
Loamy;85;5463;82;296;36;28;112;1447;8514;28432;Tomato;Sowing;Zaid;Sprinkler;Wheat;West;22024;223;Urea
Loamy;472;2135;94;113;127;85;108;1114;422;156246;Cotton;Harvest;Rabi;Drip;Sugarcane;East;2402;111;Compost
Loamy;681;3767;112;26;44;48;36;3667;548;291042;Tomato;Vegetative;Zaid;Sprinkler;Sugarcane;North;27681;313;Urea
Clay;483;4221;26;67;62;19;111;2409;4595;27242;Maize;Vegetative;Rabi;Rainfed;Cotton;South;2018;293;DAP
Clay;512;1843;3;27;80;56;60;3914;6518;169198;Sugarcane;Flowering;Zaid;Canal;Potato;North;11492;437;Compost
Silt;626;5881;28;213;150;32;57;2598;470;83338;Sugarcane;Harvest;Zaid;Rainfed;Cotton;East;17762;436;DAP
Silt;654;3441;75;239;47;68;81;253;6348;199408;Sugarcane;Sowing;Rabi;Sprinkler;Cotton;North;20982;576;Urea
Sandy;554;1288;25;46;126;29;62;2869;7939;159499;Maize;Vegetative;Rabi;Canal;Wheat;North;9594;458;DAP
Sandy;577;5686;117;49;143;54;92;151;6306;178515;Rice;Harvest;Kharif;Canal;Sugarcane;West;15417;67;Zinc Sulphate
Silt;485;3931;49;43;103;53;103;1762;8029;120699;Potato;Harvest;Zaid;Drip;Potato;South;12981;712;Compost
Clay;571;4496;142;259;46;27;57;3717;6668;34432;Tomato;Harvest;Rabi;Drip;Rice;South;21144;486;Urea
Loamy;837;3626;83;71;102;57;113;1637;8222;49707;Wheat;Flowering;Zaid;Rainfed;Potato;South;7301;693;Zinc Sulphate
Silt;828;5174;78;197;119;84;19;1699;8583;260397;Sugarcane;Flowering;Rabi;Sprinkler;Cotton;South;2552;793;MOP
Sandy;584;1166;121;16;95;10;103;253;6047;216776;Sugarcane;Flowering;Zaid;Sprinkler;Tomato;South;7391;563;DAP
Clay;678;2342;113;168;54;41;18;2923;7744;235431;Rice;Sowing;Rabi;Drip;Potato;East;25796;234;Urea
Silt;814;3348;99;67;116;73;95;1003;5813;54347;Maize;Vegetative;Zaid;Drip;Potato;East;8467;473;Zinc Sulphate
Silt;452;1383;142;194;119;16;104;237;7231;33788;Potato;Vegetative;Kharif;Canal;Potato;West;24363;143;DAP
Clay;774;453;75;22;32;80;55;2197;3225;24837;Potato;Flowering;Zaid;Sprinkler;Cotton;North;26649;646;Urea
Silt;829;2968;125;298;25;55;19;3597;8801;166108;Tomato;Flowering;Kharif;Sprinkler;Sugarcane;East;19454;13;Urea
Clay;487;2363;69;18;93;33;45;3519;8366;160251;Maize;Harvest;Zaid;Canal;Tomato;West;27624;438;DAP
Loamy;515;1017;129;25;29;78;19;3718;836;50981;Wheat;Vegetative;Kharif;Drip;Rice;East;12315;751;Urea
Clay;834;4599;54;104;40;45;36;3526;4688;117054;Tomato;Flowering;Kharif;Canal;Wheat;West;13382;694;Urea
Clay;665;5169;58;251;146;76;88;336;4699;16846;Maize;Harvest;Zaid;Drip;Wheat;South;14395;135;MOP
Clay;456;2975;108;85;75;59;28;3577;5416;209228;Maize;Flowering;Kharif;Rainfed;Tomato;North;29061;368;MOP
Silt;553;3821;48;147;76;68;20;1524;8281;24680;Rice;Sowing;Rabi;Drip;Potato;Central;6768;328;MOP
Silt;63;2138;5;15;149;67;41;2023;8152;199589;Rice;Vegetative;Rabi;Sprinkler;Rice;East;5198;15;NPK
Clay;727;4111;6;33;58;55;29;3051;4737;28402;Rice;Sowing;Kharif;Drip;Wheat;North;630;177;Urea
Silt;743;1061;108;186;80;79;55;3769;6251;184106;Wheat;Flowering;Rabi;Rainfed;Tomato;Central;17232;495;SSP
Sandy;848;3443;136;66;129;32;69;3001;5851;44618;Maize;Flowering;Kharif;Rainfed;Wheat;West;1051;328;DAP
Sandy;565;4221;108;211;33;21;88;1624;6904;178175;Rice;Vegetative;Rabi;Rainfed;Cotton;North;17178;13;Urea
Silt;665;5591;128;238;78;37;77;3834;4283;125276;Cotton;Sowing;Kharif;Rainfed;Maize;East;18305;696;DAP
Silt;663;2907;91;257;128;67;26;3281;351;100175;Potato;Harvest;Rabi;Sprinkler;Tomato;East;17114;482;MOP
Clay;612;4826;29;49;60;70;74;315;3164;154881;Sugarcane;Harvest;Kharif;Canal;Sugarcane;East;16208;592;MOP
Loamy;518;3988;33;142;159;64;66;3288;5289;126814;Cotton;Flowering;Kharif;Canal;Cotton;South;14829;587;Compost
Silt;841;5635;92;285;144;43;28;2977;868;252476;Wheat;Vegetative;Zaid;Canal;Sugarcane;East;13076;156;MOP
Sandy;791;2992;63;234;55;27;14;1066;7109;83418;Maize;Harvest;Rabi;Sprinkler;Maize;East;13078;103;Urea
Clay;649;2595;49;44;40;44;91;1761;7495;58279;Maize;Flowering;Zaid;Canal;Sugarcane;East;10274;691;Urea
Silt;691;5436;81;156;75;57;90;387;8671;254354;Tomato;Harvest;Kharif;Drip;Rice;East;1493;78;MOP
Sandy;541;1246;107;277;60;46;64;1866;5532;88154;Sugarcane;Sowing;Kharif;Sprinkler;Cotton;East;18718;491;Compost
Sandy;668;1682;7;138;146;50;115;3315;5846;29026;Wheat;Sowing;Kharif;Sprinkler;Cotton;West;28488;461;Urea
Loamy;728;1412;124;253;125;15;114;2273;5157;128355;Tomato;Vegetative;Rabi;Canal;Maize;East;23128;184;DAP
Clay;656;5216;116;154;105;89;13;3723;4088;249333;Potato;Vegetative;Kharif;Canal;Tomato;South;27768;491;MOP
Clay;846;1053;116;41;57;48;61;2673;7598;140924;Wheat;Flowering;Rabi;Drip;Potato;East;10462;115;Urea
Loamy;695;5308;148;53;27;13;28;2896;844;151624;Cotton;Sowing;Rabi;Drip;Rice;West;1121;653;Urea
Loamy;598;3256;58;24;125;25;40;1719;7883;33215;Wheat;Flowering;Kharif;Drip;Wheat;South;12592;463;DAP
Clay;759;102;104;67;127;61;12;1173;3286;219094;Maize;Sowing;Zaid;Rainfed;Maize;West;29181;602;MOP
Clay;518;3008;131;269;149;28;76;327;4795;116238;Maize;Harvest;Rabi;Canal;Sugarcane;Central;18194;434;DAP
Silt;604;1934;95;199;83;26;38;1203;6553;224013;Tomato;Harvest;Rabi;Drip;Maize;North;25557;618;DAP
Silt;589;4122;123;224;63;54;62;3165;4963;135072;Maize;Sowing;Kharif;Sprinkler;Potato;Central;25342;486;DAP
Loamy;623;4397;74;19;120;11;17;2666;3901;16753;Maize;Flowering;Zaid;Rainfed;Potato;Central;27137;473;DAP
Silt;763;3438;97;122;125;11;14;346;623;185056;Cotton;Flowering;Rabi;Canal;Rice;South;10144;36;DAP
Sandy;644;1203;27;73;84;64;73;1617;6129;75129;Maize;Flowering;Rabi;Sprinkler;Cotton;North;17942;30;Compost
Silt;768;4281;148;278;84;13;104;2625;7259;102324;Maize;Harvest;Rabi;Drip;Potato;North;19813;636;DAP
Silt;681;521;124;159;137;21;36;2843;8999;183959;Tomato;Harvest;Zaid;Rainfed;Sugarcane;Central;17837;597;DAP
Sandy;587;4602;133;15;143;63;42;1223;6889;250423;Sugarcane;Sowing;Rabi;Rainfed;Wheat;North;2635;731;MOP
Loamy;774;515;11;299;127;69;67;3217;4901;289204;Cotton;Sowing;Zaid;Canal;Wheat;Central;28435;651;Urea
Sandy;545;2003;44;121;114;38;71;2167;8738;166768;Cotton;Vegetative;Rabi;Canal;Wheat;North;1053;152;DAP
Silt;54;5444;24;258;155;70;91;1387;6428;40696;Wheat;Harvest;Kharif;Canal;Rice;West;6447;768;Compost
Loamy;652;2611;132;26;86;55;97;2161;6874;287684;Wheat;Harvest;Kharif;Rainfed;Cotton;West;23395;625;SSP
Silt;554;1067;72;77;130;58;35;1295;5145;137815;Rice;Sowing;Kharif;Drip;Cotton;Central;17738;342;MOP
Sandy;454;5217;54;38;95;27;104;3664;5711;48694;Maize;Vegetative;Kharif;Drip;Maize;East;28469;552;DAP
Sandy;709;5709;93;293;68;85;23;237;5512;292217;Maize;Sowing;Rabi;Rainfed;Rice;Central;22733;635;MOP
Silt;654;4278;75;134;26;83;98;1414;8617;98544;Sugarcane;Harvest;Rabi;Canal;Tomato;West;1281;196;Urea
Clay;628;2157;105;11;34;33;41;1756;7858;203915;Potato;Vegetative;Zaid;Canal;Rice;South;18281;776;Urea
Clay;837;2259;83;155;104;26;112;3174;3544;60353;Cotton;Sowing;Rabi;Sprinkler;Sugarcane;East;27464;555;DAP
Sandy;678;3333;111;19;57;65;50;3358;4883;221478;Cotton;Harvest;Zaid;Canal;Tomato;North;26207;114;Urea
Sandy;795;5489;131;235;56;61;23;1124;3334;293368;Sugarcane;Flowering;Kharif;Sprinkler;Wheat;South;1668;487;Urea
Clay;506;1748;45;283;141;80;57;118;6101;295816;Tomato;Flowering;Kharif;Sprinkler;Wheat;South;10545;236;Compost
Clay;678;513;63;275;35;29;57;3752;4677;55339;Cotton;Flowering;Kharif;Rainfed;Maize;North;7659;276;Urea
Silt;797;2457;77;283;20;38;100;1993;344;235238;Potato;Harvest;Rabi;Sprinkler;Potato;Central;9292;148;Urea
Silt;683;5043;145;19;56;84;95;158;7632;206001;Sugarcane;Vegetative;Kharif;Drip;Potato;West;16053;392;Urea
Clay;737;5601;67;216;64;59;47;1369;3547;244412;Potato;Harvest;Zaid;Rainfed;Wheat;East;22914;285;Zinc Sulphate
Silt;599;3137;7;75;102;24;16;2428;4629;113298;Maize;Harvest;Kharif;Rainfed;Wheat;West;9294;686;DAP
Silt;487;2825;105;64;42;40;42;3313;763;132489;Maize;Vegetative;Zaid;Canal;Wheat;East;22067;702;Urea
Loamy;633;5011;74;242;113;22;116;2563;6069;115707;Tomato;Harvest;Kharif;Drip;Cotton;West;12616;119;DAP
Silt;608;3647;144;131;100;65;114;1062;7903;234625;Sugarcane;Harvest;Kharif;Sprinkler;Potato;West;20646;641;MOP
Sandy;797;4422;136;276;85;28;106;2452;5487;246549;Maize;Flowering;Kharif;Rainfed;Maize;Central;17155;127;DAP
Silt;548;4114;87;22;158;79;33;1935;7889;89804;Wheat;Flowering;Kharif;Drip;Wheat;Central;26824;413;MOP
Silt;837;1764;104;243;77;37;35;3049;6229;180381;Wheat;Sowing;Kharif;Canal;Rice;North;28115;173;DAP
Clay;833;5224;28;5;48;31;59;2571;3528;55271;Rice;Vegetative;Rabi;Drip;Potato;South;14625;493;Urea
Sandy;549;1979;11;61;102;37;51;3896;5829;23686;Sugarcane;Vegetative;Zaid;Canal;Rice;Central;14237;769;DAP
Silt;589;5661;112;148;148;89;104;2794;6321;190821;Cotton;Vegetative;Zaid;Sprinkler;Rice;East;20323;261;NPK
Silt;808;2253;67;125;152;42;100;2897;6673;255257;Cotton;Harvest;Rabi;Rainfed;Sugarcane;East;12331;688;Zinc Sulphate
Loamy;837;4669;49;151;134;54;22;2561;8567;273835;Rice;Sowing;Rabi;Rainfed;Rice;West;19645;649;MOP
Silt;627;2423;139;283;53;57;40;1933;4101;193701;Wheat;Vegetative;Kharif;Canal;Wheat;South;15292;632;Urea
Silt;578;2589;75;201;144;72;105;2892;6636;246434;Sugarcane;Harvest;Kharif;Drip;Rice;West;16913;287;Compost
Loamy;66;255;105;94;97;35;32;1999;7512;133187;Rice;Vegetative;Kharif;Drip;Rice;South;24777;534;DAP
Clay;725;4739;24;6;38;10;46;3152;834;265094;Wheat;Harvest;Zaid;Drip;Tomato;West;7767;16;Urea
Silt;559;3784;74;132;107;71;113;1711;6152;236921;Sugarcane;Flowering;Kharif;Drip;Maize;South;8719;439;Compost
Loamy;745;5415;126;141;100;81;118;2103;4284;106388;Maize;Flowering;Rabi;Sprinkler;Sugarcane;Central;7871;744;Zinc Sulphate
Sandy;471;2537;7;184;114;12;68;2751;7906;187221;Wheat;Harvest;Kharif;Canal;Wheat;Central;20545;458;DAP
Clay;47;446;98;87;91;86;67;2885;843;34352;Sugarcane;Vegetative;Rabi;Drip;Potato;Central;26691;124;Compost
Sandy;605;4765;47;233;57;14;25;3006;3638;61044;Wheat;Flowering;Kharif;Rainfed;Cotton;Central;2755;589;Urea
Sandy;591;1757;74;39;59;54;48;3101;4378;285063;Tomato;Sowing;Kharif;Rainfed;Wheat;North;18078;711;Urea
Loamy;576;3003;141;173;139;21;81;1955;8229;22731;Wheat;Flowering;Zaid;Sprinkler;Maize;East;21209;238;DAP
Silt;646;3414;94;191;107;57;91;3678;5906;76906;Tomato;Harvest;Rabi;Rainfed;Wheat;Central;22259;211;DAP
Loamy;578;2778;137;7;109;23;100;109;4015;58866;Rice;Vegetative;Rabi;Drip;Wheat;Central;16525;12;DAP
Loamy;527;2611;137;25;49;62;18;1565;6872;215655;Tomato;Vegetative;Rabi;Drip;Tomato;North;21308;634;Urea
